text,index
젊네 새파랗고 어설퍼서 짜증 나 아아 진짜 내가 정말 늙은이가 된 것 같아서 화가 나,2
시발 빡쳐,2
아 진짜 빡쳐 오늘 학교가야해 짜증,2
제발 그림가지고까지말아주세요 그만제발 제가 감자였나요 왤케 돌려까 그만 비꼬아 차라리 피드백을 하든 아님 나랑 싸우자고 결투장을 내밀든 하라고 아무리 생각해봐도 너무 화남,2
규잇 찐이라서 빡침,2
나 페잉 답변하면서 깨달았어 니네가 주슈 욕하면 빡쳐 나만 욕할 수있어 파란피 흐르나봐,2
없던 배란통이 생겨서 짜증,2
화나 아세안 화합을 이루고 오시보면서 비빔밥 먹는 꿈을 꿨는데 알람이 울려러 비빔밥 한 입도 못먹고 깼어 아 화나 화난다 화나,2
아 화나 그니까 빨랑 죽어,2
아 존나 내친구들은 항상 그 만화 재밌다고 하면 뭔데 씹덕아 이러고 나중에 존나 빠져있음 이누마키 존잘 귀여워 이러고 화남,2
트친이라면 드립쳤을텐데 초면에 확인사살하니깐 좀 빡침,2
진짜 짜증 난다 꽃이 왜 있지,2
아침에 일어났는데 더워서 차 빡침 눈썹이 안그려져서 차빡침 입으려던 옷이 안보여서 차빡침 결국 시간 없어서 옷 못 찾고 저번주 내내 입었던 후드 또 입음,2
아 가비 대사 짜른 거 주기적으로 너무 빡쳐 존나 서러워 가비가 전사가 되고싶어하는 많은 이유 중에 가장 큰 것 하나가 바로 라이너를 위해서 라이너를 이해해주고싶어서 라이너를 사랑하니까 인데 그걸,2
으아아 빡쳐 나 오타쿠라고 오타쿠는 공부 안한다고,2
왜 이렇게 한남이 화낼때처럼 자기가 아는 단어를 다 나열하는거야 가져다붙이면 다 말인줄아나 내가 뭔말을 한줄알고 자꾸 지 랄 인거임 눈막고 귀막고 져서 지랄한다 스포츠의식없냐 야구농구축구팬들처럼굴,2
으아아아 동감,2
아 진짜 화나 아오,2
학교옴 빡침,2
오늘도 모기때문에 자꾸 깼다 어디로 들오는겨 짜증,2
왜 몸무게 안빠졌지 어제 진짜 적게 먹었는데 왜 늘었냔 말야 화장실도 갓다왔는데 어제 새벽에 깨서 잠을 덜자서 그런건가 너무 화나,2
그렇게 해도 커서 지굼 완존 빡,2
존나 빡침 걍,2
마스크가 자꾸 코 눌러서 개답답한데 오늘따라 더 빡침 쌍욕나올라그래,2
월요일만 되면 탐라가 다 화나 오늘도 화이팅,2
야 트위터,2
령 님 진짜 쿠,2
아악 령 님 트친소 큐,2
너무 가까워요 몇번째야 대체 끈질기다구요 짜증,2
쥰느 빡쳐 우리는 미터 밖에서 봐도 우리학교 인증 가능임 애초에 남자애들은 파란색이여서 맨날 환타와 파워에이드 하고있음 씨바여기가무슨음료수공장이냐고,2
개어이없네,2
아오 짜증 나 내가 뭘 하라고 했지 아 제발,2
트위터 세컷만화,2
본인 의도가 어찌됐건 저 말을 보편적으로 어떻게 받아들일지가 제일 중요한거 아니야 워딩 좀 가려서해 제발 저런거 볼때마다 너무 화남,2
빡침 자러가자마자 풀림 개빡침,2
아니 어디가셧던겨 커피 얼마나 드셧어요 진짜 내가 평일엔 잔 잔이라고 한거 같은데,2
그래서 안 엮이는게 답이라는 결론을 내리고 한동안 그냥 안마주치게 피해다님 그때 깨달은게 서로 다른 사회계층끼리 어울리면 스트레스가 많아진다는거 어느정도 비슷해야 어울려지지 배경이 서로 너무 다르면 끝없이,2
동생이랑은 같이 살수가 없음 진짜 가끔 보면 좋을거같음 그나마 말이 통하니까 근데 말이 좀 통하는 점 빼고는 다 빡침,2
지겹다 정말 지겨워 사는게 하나도 재미가 없다 즐겁지도 않고 하루의 할은 지겹고 할은 분노나 짜증 할은 뭘까 알고 싶지도 않네 아 진짜 언제까지 살아야하지 지겨워 지겨워 꾸역꾸역,2
아까 보스전 하는데 보스 못잡아서 빡침,2
대부분 그반대아닌가요 네 알겟습니다 막줄때매 약간 화남 네,2
머리를쫏같이잘라놈 빡쳐 아닜 어이없어 엄마지인이여는데인데멀고머리도이상하게짤라서빡쳐,2
대체 을 왜쓰는거임 이해안돼 빡쳐,2
들도 랑 비슷한데 도드라지는 추가 점은 들한테는 시비 걸어도 말다툼으로 크게 번지는 일이 별로 없는데 상대방이랑 입씨름하기 싫어서 대부분 니가 맞다 응 그래그래 저 머 리 끼 하고 넘어가주는 거 그동안,2
다레카 오시에테쿠레요,2
검 뽑앗는데 왕큰 빼빼로 잇어서 기사님 굳어버리고 옆에 잇던 감마 빵터지고 바닥에 떨어진 부스러기들 네레볼피가 먹으려는데 감마가 검사의 무기를 함부로 먹으면 안된다고 말리니까 환기사 감마 때문에 더 빡침,2
이러고 시까지 또 못자 화나,2
저도 화남,2
존나 앵앵거려서 빡침,2
근데 세지 진짜 극혐 과학으로 따지면 지구과학이죠 후레비유 세계지도를 봐야한다는것부터 빡침 이런 무식한암기과목을봤나,2
학교생활이라는 무가치하고 슬프고 괴롭고 짜증 나는 일들로 점철된 나날들을 외로이 버텨온 내가 고통스럽고 비참한 청춘을 외로이 견뎌온 내가 수 많은 사람들에게 둘러싸여 살아온 녀석들에게 질 리가 없다,2
게치스는 정말 짜증 나는 인간이었지 날 억지로 불러내고 끌고 가서는,2
긍정적인 측면 좋지 않은 회답에 쫄지 않게 됨 대신에 빡침,2
어제 뜨거운 거 먹다가 입천장 데여서 아직도 아파 짜증 남,2
걍 빡침 다음주 딱 일 온클함,2
아 나 많이 빡쳤었네 아 근데 지금도 빡쳐 개쌴,2
잘가다가 왜 하필 오늘 이러냐고 화나 눈물나,2
벨크로 있는 거 넘 답답해서 그냥 없는 거 했더니 흘러내리고 지랄 중임 아 빡쳐 진짜,2
존나 못생긴 남자가 담배 불 붙여드리냐고 해서 모닝 짜증 적립,2
어유씨댕 또 빡쳐,2
저도 한동안 애인이 바람 피우는 꿈 때문에 화나서 자고 일어나면 엄청 짜증 냈어요 본인은 억울해함,2
응 그래 님만 올리면 어쩌자고요 짜증 아직 참여진 리스트 안 만들었눈데,2
리 짜증내는 것도 권력 참으로 맞는 말이다 상사들 중에서 나한테 짜증 내는 사람은 아무도 없는데 정말 훌륭한 환경이로군,2
허미 전여친이 유툽하는거 꿈에나왓는데 머지 생각도 안하다가 갑자기 화남,2
대면 빡쳐,2
님 씹변태같고요 박진영이 존나 짜증나고요 내적친밀감 만땅인데 님이 교류 잘 안해주셔서 빡쳐요 시벌탱 빡쳐 근데 멘달기부끄러워서 더빡침,2
아오 빡쳐,2
결국 다 장삿속일 텐데 그 장사조차 못 하는 꼴을 계속 보게 만들다니 짜증,2
지금 나 외국인들한테 싸불당해서 하 짜증,2
짜증 나 월요일,2
서미르 투피도 생각해봣는데 한마디로 강약약약이라 한없이 져주는 느낌일듯 싶어요 감정표현 잘하는데 짜증 안 내고 욕 안 하는 와 상상안된다,2
존나 빡침,2
친구가 알려줌 가 나왔다고 치면 이 없으니깐 칸맞추기용으로 써준다고 함 굿굿,2
드라마 호 사가기싫어 보다가 말단직원한테 술자리 워크샵 분위기 띄우라고 노래시켰는데 대홍단감자 부르는거 보고 말단사원 김됴영한테 노래셔틀 오만번 시켜서 슬슬 짜증 올라온 됴영이 대홍단감자 부르는 거 보고싶어졌음,2
아니 근데 디어엠 갑자기 생각나서 또 화남,2
시발 물 너무 비싸 하루에 리터 마시는 하마새끼는 물값읗 감당 못합니다 주고 긱사왔는데 물은 사먹어야하는게 빡침,2
이름이 뭐라고 리포 듣기만 해도 짜증 나는 이름이네 당장 내 앞에서 꺼져줬으면 좋겠는데 셋 셀 때까지 안 가면 바로 베어버리겠어,2
호선땜에 진짜 존나 빡쳐 죽을것같다 씨발년들,2
싫은 사람 굳이 비계로 팔로우하면서 쓰는 트윗마다 물고 뜯으면서 욕함 여기까진 익스큐즈 했음 사람이 그럴 수도 있지 그 비계 팔로우하면서 얘가 어떤 거 물어오나 살피다가 조리 돌리기 좋은 거 발견하면,2
쫌 찌질한짓 하지마세요 그거 고대로 돌아올텐데,2
아니 근데 난 공식 캐슷발표 전에 두명이나 이렇게 기사랑 방송으로 발표나는 거 싫고 빡침 오디야 내가 왜 이렇게 알아야해,2
우리학교는 다 키라해 좀 빡쳐,2
아까부터 짜증 나게 구는 게 못 참겠네,2
황사 짜증,2
싫은 사람 굳이 비계로 팔로우하면서 쓰는 트윗마다 물고 뜯으면서 욕함 여기까진 익스큐즈 했음 사람이 그럴 수도 있지 그 비계 팔로우하면서 얘가 어떤 거 물어오나 살피다가 조리 돌리기 좋은 거 발견하면 재빨리 옮,2
표정관리 가사로도 욕 먹지 않앗냐 니네 몇 년 전 옆동네 그룹 무지햇을 때 쓴 여혐 가사로 사과까지 한 마당에 아직도 무지한 상태라는 것이 매우 빡침,2
내가 일어나서 피곤하다고 징징거리면 뒈진다고 했어 안 했어 아침부터 짜증 나게 하지 말고 그만 좀 일어나시지 일어나 너 제대로 깨우고 출근할 거니까 십 초 준다 십 구 팔,2
아니 화 안 났는데 화난 거 같냐 짜증 나네,2
어캄 진짜 뽀갈하고 싶은 아저씨임 진짜 짜증,2
하 수능이 별 같다는 줄 알고 순간 이해찬한테 화남,2
하 진짜 믽규 공굿이라고 찢은놈 존나 빡침 찐개럿들도 다 참고 그 일에대해 아무말도 안 꺼내고있는데 시발 갠팬이라는 놈이 포카 찢고 본인 욕먹은 거에 대해 사과하라는건 뭐 코미디냐 개인정보 유출한건 사과,2
너도 청기백기 하는구나 빡쳐 빡치지마 빡치지말고 빡쳐,2
이 시발넘새끼 이거 이슈화 되니까 이제 즐기는거같아 사람들이 자기 일에 화내니까 존나 즐기는거 아 빡쳐 앵간하면 이런말 안 하려고 하는데 뒤져라 걍,2
하 공지 읽는 내내 화남 왜 이유 없는 분노를 타인한테 푸는거야,2
수수서로 서로수수 수수 존대할듯 그냥 처음에 만났을 때도 존대했으니까 사귀고 나서도 할 것 가끔 안하기도 하지만 아마 그건 놀라거나 짜증 낼 때 지도 모르게 반말 나옴,2
해주니 부모님 말 완전 잘 들으면서도 은근 짜증 잘 내는 자식이었을 것 같아 하여간 유모한테도 그렇고 이쁘게 떼 넘 잘써 롬한테 여전히 시선 못떼며 유모 앞서가다가 로미오 찾는 벤볼로 변신,2
이번 시즌 조나단 플필 왜케 화나 보이니 물론 나단이가 화날만한 상황들이 있긴 한데,2
내가 귀엽고 싶어서 짜증 부리고 부부젤라 꺼낸 줄 알아 진짜 짜증낸 거야 알지도 못하는 게,2
푸슝에 질문 남기신 분 저한테 이런 식으로 글 남기는 거 무례하시고요 그것보다 검사님한테 더 무례하다는 생각은 안 해보셨으니까 이렇게 글 써놨겠죠 뇌내망상은 혼자 하시고 짜증 나게 굴지 마세요 그리고,2
그러면서왜저러고잇대 진짜 짜증,2
순훈 호우 그거 어머니가 알고 집이 거의 뒤집힐 뻔했음 자기가 애 케어 못 한 걸 올해 여덟 살인 애한테 따지고만 있으니 권은 그거대로 짜증 나서 따짐 아빠가 나 무책임하게 버렸는데 그럼 적어도 엄마는,2
내가 짜증 나는 것을 알면 더 돈을 쓰면 된다고 생각하고 행동한다 잘 길들여진 손님 내가 얼마나 걱정하려고 아끼고 있다고 그런 건 전달되지 않는다 전달해도 없으니 어쩔 수 없다 그런 손님으로 키운 것은 나이다 미쳑냐고미쳣냐고,2
내가 실장이지 잡무실장임 응 퇴사 오늘 출근하면 퇴사말한다 아니 회사가 울 회사는 다들 이것저것 맡아서 하는 회사라는데 남들도 그러면 내가 안이러는데 나만 다하니까 빡침 내가 도대체 어느,2
아 머리카락 언제 자라 숏컷 하구싶다 장발도 좋긴 한데 점점 머리 말리는 시간 늘어날 거 생각하면 빡침,2
교시부터 체육이라 좋긴한데 학교와서 화남,2
아 빡침 교장새끼 대머리 존나 빡빡밀고 걷어차고싶음 대체왜이딴시스템을 넣은거임 개빡침 너죽고나죽다씨발아,2
기껏 찾은 야식거리가 스페셜 레드베리인게 화남,2
싯팔 존나 빡쳐 이런건 무조건 언급 안되는게 나은거라 아가리 싸물고 있었더니 왼발가락으로 쓴거같은 억지반성문 하나로 퉁치겠다네,2
가방 꺼내다가 이 남자 추락함 빡침,2
남자놈들이면 타자화라도 되지 저것들은 같은 성별이라 그러지도 못해서 더 빡침,2
밤까지 보다가 잤는데 또보고싶어 빡쳐,2
뮤트 이유 나빼고 다 이라는 거대한 화면에서 무한열차탓다고생각하면 시발 아직도 존나 꼴받고 개열받음 존나 화남 존나 맥박 상승 반점 발현 가능,2
어제 자필사과문 올라온 거 보고 선처해 주려나 싶긴 햇는데 하 진짜 너무 화나,2
나 기절하겠네 진짜 아 짜증 나 나 못 보러 갈 텐데,2
사과문보다 에서 낸 법적 대응 진행 사항 안내글이 더 길잖아요 너무 빡쳐 진짜 사과인지도 모르겟고 그냥 아,2
츠키시마 케이 평민은 닥치고 토스를 주는 대로 때려 라고 말하는 것 같아서 짜증 나,2
진심 짜증,2
나 이거 최준 목소리로 자동재생돼서 화나,2
하 나 진짜 짜증 엄청 내서 처음부터 잘하는 사람은 없다고 생각하니 엄마가 뭐 알려달라고 하면 잘 알려주고 있음,2
응 그런 얘기는 아무도 안 했는데 괜찮아 시노부 군이 만큼 짜증 나는 존재라면 우리 형은 만쯤 되니까,2
분명 어제 월요일인걸 확인하고 잤는데 자고 일어나니까 아직도 월요일이네 진짜 황당하고 짜증,2
역시 귀찮았던 거지 짜 짜증 나서 지금 이렇게 표현하는 거지,2
눙물나 빡쳐,2
이사람 틧삭 안 하고 변명만 늘어놓은 거 보니 덜 깬 사람들이 나의 깊은 생각을 이해 못한다 이 지랄하고 있을 것 같아서 빡침 생각을 좀만 더 하고 살았으면 사회성이 좀만 더 출중했으면 왜 본인 트윗 인알이 터져나가는지 알 수 있었을 텐데,2
아 쌤 오심 짜증,2
이 사진 비교하면서 볼 때마다 화나 몬베베 만나서 인스타 조아써어,2
옷 개중 개가 망했다 짜증,2
아 영필 진짜 게이네 너무 화나,2
금융치료 왜 안주냐 아이돌 소속사로서 그 속사정은 알겠다만 짱 빡침 게시자 진짜 평생 온갖 인터넷 악플은 다 달고살길 시발 년동안 꾸준하게 싫어했단게 아직도 어이없음,2
기분이 나쁜건 그거임 안궁금함 알겠다 안궁금하다 분명히 말했음에도 불구하고 더 를 말하심 도와달라한적없음 마지막 말이 제일 화남 기분좋을텐데 기분이 나쁘시다라니 원하지도 않은 과도,2
진짜 조 넘 빡쳐 얼레벌레도 정도가있지 시발 내가 정리 다하네 이거 단단히 미친사람들이네 완전 아 화딱지나 아침부터 내가 시발,2
민규 팬들이 버리겠네 괴롯들 존나 빡침,2
햄스터 검색하는데 인간나와서 진짜 빡침 많이 빡침,2
이게 세번째 계정이란게 더 화남,2
대충 들으면 그냥 카페음악이라는 점이 너무 빡침 윱 베빙은 그것보다 오묘한 세계를 알고 있다고,2
터너쉑은 걍 빡침 빡치는쉑기 터너쉑기 내새끼,2
검은 회오리는 인간을 싫어하는 생명체예요 멍청한 인간을 특히 싫어하고 늘 화나 있어요,2
시바 나 임 진자죽겟음 그거 한반당 과 명씩 들어가는데 다 각자 반 다르게 해뒀더라 진심 화남 나 진자 영어 못 하는데 망햇어 웅 잇다가 내가 함,2
진심 잠결엔 짜증 잘내는거 알면 좀 안 건들면 안되나 굳이 건들고 화내고,2
개 빡쳐,2
이번주 존나 길다 어케 버티냐 빡쳐 있었는데 캐슷 한방으로 심장이 두근거려 일 못하고 있다 월부터 절대 휴가 확보한다,2
치인트 빌런 퇴치가 돌길래 오영곤 일단 걍 과자를 안 줬음 내가 자기를 좋아한다고 생각도 못 할 듯 스토킹은 솔직히 몰랐을 거 같음 유정일은 유정이 해결하겠지 손민수 남들이 쟤가 나 따라 한다,2
개빡침 정이레더 면안된다고 늑은 늑이라고 정이레아니라고 으아아아 빡쳐,2
에이티즈하라고 케이팝을이끌어나가자고 으아아아 빡쳐,2
진짜 너무 화남 글 쓴 거 보면 존나 악의적이고 글에 정황도 없고 성폭행 데이트 폭력 온갖 자극적인 워딩으로 자기가 적은 게 모두 진실인 양 어그로 끌어놓고 사과문이 더 짧아 근데 그런 애한테 선처는 무슨 진짜 지랄하냐,2
얘 진짜 왜이래 왜 썸녀 꼬시는 썸남 스킬 이렇게 능숟하게 써 아 너무 화나,2
학습지 진짜 좌악 하고 찢김 빡침,2
진짜 생각할수록 화나 허위유포한 새끼도 정황상 서누랑 동갑이면 살일 거고 그새끼도 대학 생활이든 뭐든 하면서 레포트도 쓰고 해 봤을 거 아님 근데 사과문 꼴랑 그따위로 몇 줄 쓰고 죄송합니다 하면 다 끝나냐 그냥 아,2
짜증 나 낮잠 좀 자고 싶다,2
이런 애들은 무슨 화전민 같음 짜증 나면 일단 불을 질러,2
계속 잘해왓어도 한번 틀리면 갑자기 그 앞에 잘해왓던 것까지 다 신뢰 못할 새끼가 되는거 너무 빡침 시발놈아 말 그따위로 하지마라 마지막 책임자는 자기면서 결국 재확인 안한거 지 입으로 부는거랑 뭐가 달라,2
아 빡쳐 미친,2
아니 진짜 빡쳐 집 앞 공원에서 런닝이라도 하려면 하이서포트 스포츠브라가 필수인데 기본 만원은 써야한다는게 존나 어이가 없음 남자 가슴이 이렇게 운동에 방해되는 존재였으면 이미 몇천원짜리 운동용 브라가 나왔겠지,2
클겜에 지친것도 있긴 한데 그보다는 유저들 싸움이 더 빡침 난 이미 최애가 망겜에 갇혀있어서 빡쳐죽겠는데 뭐만 하면 다 클까단이네 클수단이네 뭐네 하면서 쌈박질하니까 그걸 못 보겠어 즐거우려고 하는,2
이시발 존나 빡쳐,2
아 개 짜증,2
헐 그럴때 레알로 화나,2
애기 화남,2
윙즈 커네티북 거기에 스티그마 없는 거 빡쳐,2
아 일하다가 어제 본 공포영화 생각나서 갑자기 빡침,2
규가 바람피운게 아닌거 알지만 거기에 아무 변명도 없이 상대의 분노를 받아들이는게 화가나는거임 이번 한번이 아니라 매번 그러니까 더 화남 기유는 저런 식으로 모든 걸 자기 탓으로 돌리니까,2
도대체 신혼 전쟁이 부족한 글이면 뭘까 신혼 전쟁이 부족한 작품 내 인생도 부족 이 급인데 전 태어나서 이렇게 탄탄하고 잘 짜인 글 첨 읽어봤어요 괜히 샘나서 날선 피드백하고 욕하고,2
안돼 차라리 일 안되게해주세요 그리고 픛 기 일날 업뎃이라 님 데려가기 좋긴한대 진자 기절해버림 그냥 다 죽이고 만나게 해주시면 안될가요 근데 아예 대면 없어서 빡치긴하겟다 집에만 잇어서 화남,2
아이돌들 정말 많이 좋아해왔고 여전히 좋아하지만 논란 뜰 때마다 슬프고 짜증나고 빡쳐,2
에어팟 자체는 편하고 좋은데 가끔 어따놨는지 모르는거랑 충전 한쪽만 안되어있는게 너무 빡침,2
봐라 경서의 기억력이 쓰레기같구나 책 사야하낭 아 짜증 왠지 책 보다 또 버릴삘,2
쉬는시간 분인거 화남,2
미안 담희들아 처음 보는 여자가 갑자기 팔로 걸고 빡쳐 있어서 놀랏지 다음 빡탐에 올게,2
해 왜 떠 온갖 짜증 내면서 움직이는데 저녁 부채살 구워먹을 예정이래서 활력 오름 갑자기,2
근데 스모커도 로우가 다른 꿍꿍이가 있어서 접근한걸 아는데도 감김 침대에서 로우가 애원할정도로 몰아붙이는데 진짜 꿀떨어지게 빡쳐 더꾸고싶은데 아,2
빡침 왜 있는거야 흥 짜증나 카카오,2
무 너무 화나 왜 북마크가 안되지,2
히나타 완전 무안해서 머리 긁적이는데 그거 보고 사쿠사 인상 찌푸림 회사 사람들이 히나타 일 잘한다고 예뻐했던 터라 회사에서 화난 적 없을 거 같은데 사쿠사 때문에 처음으로 빡침 인사도 똑바로 안 해주,2
편승이랑 예슬이 한번 먹어주세요 진짜 지랄수가 최고인데 특히 지 승질에 못이겨서 예슬이한테 물 부으면서 씨익 씨익 짜증내던 편승이 하도 성질이 지랄 맞아서 눈물 뚝 뚝 흘리는데 뭐가 또 문제야,2
사이렌 오더 하려고 후진 앱도 써주는데 아침마다 늦어져서 빡침 하지만 자리에 앉아서 마시면 또 맛있어서 갠차나짐 번 반복중,2
끊고 늑미생각 서 더 빡침,2
종족옷 개빡치는점 다른종족이 못입음 당연 엘레젠남캐종족옷 장갑 줠라이뻐서 본커마 돌아갈 각 세워져도 대체품 찾느라 미뤄짐 빡쳐 걍 공용으로 입게해줘 모조 뫄종족 전통의상 같은 거 팔아달라고 내놔내놔,2
짜증 나는 네이드 리체스터 그래 최고의 자극을 선사해줄 너에게 조금은 보답해야 하지 않겠어,2
빡쳐 윤호는 내 아들이야 윤호는 내가 좋다고 그랫어 윤호 복지는 나만한다,2
아 아 화나 왜 선처를 하게 됐든 간에 그새끼가 벌을 잘못한 만큼 안 받는 다는게 너무 싫어,2
금발펄쟝 진짜 생각만해도 빡쳐 성격이 문제야 백발남 금발남으로 바꿔치기 이건 오타쿠 문화의 붕괴라고,2
제가 대학 기숙사랑 본가랑 매주 왔다갔다하는데 룸메년 때문에 빡쳐 죽을거 같아요 매번 본가에서 기숙사 도착하고 문 열때마다 새로운 세상을 맛보게 해줘요 오늘은 염색을 했는데 머리만 바뀌고 고,2
아 씨발 나한테 주식수익 캡쳐해서 보내지마 좆같은련들아 어쩌라는것 존나 어쩌라고 수익률 프로 순수익 백마넌 이상일때만 쳐보내라 진짜 뒤진다 씨발 진짜 아침부터 사진만 띡보내고 지랄이야 아 존나 빡쳐,2
웃긴게 난 모든 학점을 여기서 채우는데 졸재학증명서에는 입학전형이 써져있다는거임 하 솔직히 빡이쳐 안쳐 그럴거면 편입생 왜뽑나 싶다 다른학교는 안 그런다는거 몰랐으면 그런가보다했을텐데 알고나니까 바득바득 화남,2
바이오에 페잉주소 이러케 해놨는데 자꾸 이모티콘은 없어지고 주소뒤에 영어가 생겨수 빡쳐 걍 지워버려,2
배아파서 깼어 화나 좃같애 그만아퍼,2
아니야 조금 달라 잘 모르겠어 근데 그냥 확실한 건 너네 때문이야 그건 알아 에이씨 짜증 나 앞머리를 훅 털었다 자신이 무슨 생각을 하는지 깊게 들여다보고 인정하기에는 제 자존심은,2
사실 엄청 화남 공계에 못할 말들이 가득함 말 한마디의 무게를 가볍게 여기는 게 화나 가볍게 써내려 간 거짓말에 이미 상처받은 사람 생각은 안하는거지,2
브금 좋아서 빡쳐,2
발 밟고 사과 안 하는 거 가족이라도 짜증 난다고,2
옛날에 초 신입 때 엄청나게 혼난 시안이 잇는데 혼난 뒤로 와서 파일 한번 안열어보다가 년차인 지금 파일정리하느라 열어봣는데 존나 괜찮은거야 아무리 생각해도 혼날 정도의 시안은 아닌거야,2
십자수하다가 빡침,2
여기는 묘지인가 짜증 나는 곳에서 소환하는구나 너,2
리버스판 주류 캐해가 내 캐해와 다를 때 아 짜증 리버스판 주류 캐해가 내 캐해와 같을 때 아 짜증,2
원래 대줄 생각 없었잖아 씨발 가끔 니 앞에서 섹스 못 해서 안달난 새끼 되는 게 빡쳐,2
사실 공계에 저렇게 뭐라는 지도 모를 말을 줄줄 막 썼지만 아직도 하지 못 한 말들이 너무 많음 말 한마디 가볍게 생각하는 거 진짜 너무 화나 그 말이 전해지고 전해지다 보면 처음 말한 사람의 의도와는 다,2
서누 사랑해 좋아해 행복하자 고마워 하기도 모자란 시간인데 이렇게 시간을 쓰고 있다는 것도 화나 이제 그만하고 선우의 행복만을 바라고 응원할래 선우를 사랑하는데 시간을 쏟을래,2
아 탐라에 숝 왼이거 유입될때마다 스루할려고하는데 보이니까 빡쳐,2
방금 녹턴 티저 좌라락 돌려보고왔거든 또 별안간 매우 설레고 개인 영상 티저 없는 거 정말 화남 말도 안되는 일임 일어나서는 안되는 일이라고,2
솔직히 도 한명 하차했구 계속 논란 터지는 프로그럄을 왜 꾸역꾸역 하려는건지 이제 방영 몇일 안남아서 폐지는 안도 거 같은데 걍 빡침,2
쟤넨 뭐가 잘못된 건지도 모르는 게 더 빡침 저걸 자랑스럽게 말하고 다니는 게 경악스럽다 방탄소년단이 연습실을 예약하고 사용 이토록 이질감 드는 문장도 없을듯,2
그리고 나도 비슷한 문제로 강요당한 사회적 여성성을 언급 했더니 몇천단위로 싸불당한 전적이 있어서 지금같은 무지개깡패들의 작태가 더 화남 그들은 발전도 반성도 변명도 없이 그냥 기계적 쓰까질하면서 패는 말이나 더 얹는게 너무 한심함,2
혼텔인데 자고 일어나니 짜증,2
너 화나,2
라고 쓴 이유 사무실에 앉아 회의 대기 중인데 뽕짝 틀고 골목길 내달리는 선거유세 차량 소리를 듣고 새삼 빡침,2
시발욕밖에안나온다 진짜 지랄하지말라해 개어이없네 내가 다 화남,2
아니 저 제목을 제가 감히 어떻게 정해여 내 근원 이오리쿠,2
칭구랑 닮은 사람이 섹러팅하니까 기분이 이상해 먼가 짜증,2
아 존나 짜증나 후려치기 당하는거 존나 빡쳐,2
날씨는 개좋구만 아 빡쳐 쭝국멸망언제해요,2
아 시 또 내가 진행하래 나 너무 화나 아니 왜 나한테 시켜요 진짜 나 울래,2
자고 일어나서 좀 누그러져있었죠 우리 백짝님은 없는데 캐슷이 오지는거예요 그래서 나도 모르게 조큼 신이 났어요 근데 프로필을 넘 잘찍어놓은거 보니까 화나,2
이 중 가장 짜증 나는 것을 고르시오 기차 와서 허겁지겁 뛰어왔는데 타야 할 기차를 놓쳤을때 출근길 혹은 퇴근길에 타야하는 버스 와서 버스카드 꺼내면서 기다려달라고 이야기 했는데도 아주 상콤하게,2
미묘하게 캐들 많아서 화남,2
아놔 시발 우리도 과제 하는건대 존나 빡침,2
귀여워서 더 빡침,2
간다면서 또 담배꺼내핌 오토메사마 또 빡침,2
애초에 움직이게 만들고 싶지만 어깨를 으쓱하곤 고개를 기울였다 처음 보는 짜증이야 귀엽게도 짜증 내는구나,2
예뻐서 화나,2
나 너무 빡쳐 진짜 찾아가서 개족치고 싶어,2
진짜 기만자야 화나 오래 잔다는건 시간 이상을 말하는거야 이 기만자야 또 너만 성실하고 건강하게 살지,2
내 꿀같은 아침잠시간을 배탈로 날려서 너무 빡침 시간자고다시일어나야됨,2
앗 빡쳐,2
후 증말 빡쳐 증말 너무너무 화가 나 그냥 세상 모든 게 싫고 나쁜 말만 하고 싶어,2
이 중 가장 짜증 나는 것을 고르시오 기차 와서 허겁지겁 뛰어왔는데 타야 할 기차를 놓쳤을때 출근길 혹은 퇴근길에 타야하는 버스 와서 버스카드 꺼내면서 기다려달라고 이야기 했는데도 아주 상콤하게 빅엿 먹이고 바로,2
몇몇 인간들때문에 이 지경까지 온 건 알고들 계시는지 아오 빡쳐,2
싸운 이유 숨이 가이딩 받을때 가이드랑 스 할뻔해서 그치만 하진 않았는데 화내는 최 때문에 숨도 빡침,2
내가 나한테 빡침,2
애들앞에서 꼽주는게 제일 빡침 지가므 데,2
아 아침부터 짜증 폭발 월요일이라 그런가,2
조은뮤직이 먼저 오는 행위 대체 톤즈는 언제올건데 짜증,2
아 짜증나 오늘따라 딱 한시간 더 자고싶더라니 한시간 일찍깬거였어 하 나갈준비 다했는데 짜증,2
정정 요플레도 먹엇음 두부조림 잇어서 그것도 세 개 먹엇음 배부르긴 한데 뭔가 빡침,2
풍드미가 모래 던졋을때도 실시간 빡침 올라오는 표정 그거슨 진짜엿다,2
그러다 내가 발목 잡으면 또 짜증 낼 거잖아,2
며칠전 하루 종일 짜증나 있었는데 집 옆 어린이집 한 아이가 미끄럼틀 타고 있었는데 심심해서 인사할까 하다가 할머니 옆에 계셔서 그냥 말았는데 아이가 먼저 안녕하세요 해가지구 짜증 다 녹아 벌임,2
나 충남 출신 사람인데 화력발전소 거기다 다 지어놔서 거기 사람들 서해에서 오는 미세먼지에다 발전소 먼지까지 먹고 살아야하는거 생각날때마다 빡쳐,2
