text,index
진짜 표정 너무너무 좋구 손 자기가 잡아서 대는것도 너무 좋아요 연출 다 좋아여 진짜 무슨 동화책 일러스트같아요 뒤에 별들도 너무 예쁘구요,1
하루죙일 이 노래만 들음 개 좋아,1
자켓 벗고 반팔 접는 거 너무 좋아,1
걍 인간 바이러스따위에 영향 받지 않게 뇌 데이터 다 컴퓨터로 옮겨서 노래방 기계에 시간동안 이식해줬다가 다시 원래 몸에다 심어줘야함 스바 통속의뇌라도 좋아 날 노래방에 보내줘,1
더블 데뷔전에도 유명인이라 프로듀서 처음에 좀 그런 사람인 줄 알고 쿄스케가 경계하는 묘사 좋아,1
북극해 공기 좋다 이지랄 해놓고 꽁초 바다로 던지고 진정한 환경파괴범임,1
마지막 뷔 의자까지 한바퀴 휘리릭 아미들 너무 너무 많아 좋다,1
그리고 오간이 어깨 아프다하면 골프 백해무익 운동이다 어깨에 안 좋다 팔꿈치도 아작난다 자기는 손목도 안 좋으면서 그걸 왜 치냐 치자고 꼬신 새끼 누구냐 잔소리 오지게 하면서도 실 실장님한테 배워둔 스포,1
콜라 몰라 사탕 사랑 욜로 홀로 솔로 자음 하나씩 다르고 이어지는 가사들이 너무 좋아 태그가 쓴 거여서 더 좋구,1
뭐 하고싶은만큼만 하고 그런건 자유고 좋아 좋은데 저딴짓 하나하나 누적돼서 결국 점 모자라게 된거라는 생각은 안하나 지들처럼 쫌쫌따리 하나하나로 염병하는 인간만 있는줄 아냐고 저지랄하면,1
아 이 연성 너무 좋아 글 잘 쓰신다,1
아 넘 좋다,1
오타쿠가 안좋아할수가없지 언제봐도 좋다,1
스트레이키즈의 잘하고 있어도 좋아,1
예쁘다는 소리 들으니까 좋아 죽겠지 아주,1
좋아 냠,1
다른 이들 앞에서는 그리스 로마 신화 처럼 그들의 인생을 송두리째 바꿀 정도로 전지전능한 신이였는데 오다의 앞에선 아무것도 이룰 수 없는 인간 자신의 욕망대로 움직인 짐승이 되는 비다자 너무 좋아 유일하게,1
찍었다는 그 마디 하나하나 올려두는거같을때 기분 좀 좋다,1
근데 이거 보면서 나도 페랄타처럼 상담사들은 다 싸이코야 아닌 거 압니다 아닌 거 알아요 꼭 뒤에 어 이러면서 봄,1
엠마가 얼굴로 욕하는 거 너무 좋다 여러번 나왔는데 얼굴로 욕하는 엠마 너무 좋아서 그냥 헤벌레 하고 넘어감,1
쭈꾸미 먹으러 나와서 기분 좋아,1
흑발 태민 좋다,1
날계란 좋아 잘먹음 소스처럼 찍어먹어도 맛잇어,1
하지만 백현이라면 뭔들 파마든 하얀머리든 다 좋아 사랑해,1
키르시블렌딩 노세범파우더 이거 짱이다 진짜 좋다 빈말 아니고 써본 파우더를 다 가져와도 얘만큼 입자가 고운애도 쓰기편한 패키지를 가진 애도 없음 진짜 짱이다 입자가 너무 고와서 엄청 소량으로 얼굴을 바를 수,1
혐생 마치고 겨우 보는데 이거 너무 좋다,1
어 좋다 야,1
아 나 요즘 밀발 이 너무 좋다,1
너무 좋다 죽고 싶다,1
이오업 언개 넘 좋다 어찌 그리 입맞추는 법을 잘 아냐니 다 네게 알려 주기 위함인 것이 아니겠는가,1
나 쥬거 지훈이 너무 좋아,1
인어 윤 좋아 억지로 다리를 만들어 올라온 후에도 변온동물인건 변하지 않아서 자꾸만 밤에 턔의 침대에 파고드는 전 인어,1
박지훈뭐야진짜 아 너무 좋아 아 미쳤어 목소리 하,1
호밀이 좋아 아님 버섯이 좋아,1
폭발형 중에서는 제일 좋아 그래도,1
날씨 너무 좋다,1
생각만해도 좋아 오빠와 함께라면 조금씩 예쁜 추억을 만들어갈게,1
케타 영통 팬싸 제이어스 노래 해 달라는줄 알고 부르던 승주니 퓨즈한테 받아보는것도 너무 좋다 말을 참 이쁘게 하는 승준이 고마워,1
여기 음색 너무너머넘 좋아,1
헉 두번째 아이디어 좋다 물결 너무이뻐,1
갇왙 바뀐노선도 좋아 미쳣다,1
헋 좋아,1
공룡이 좋아 토끼가 좋아,1
자주하는 말이지만 체리마호 집 생활감 넘쳐서 좀 좋아 믹서기로 가끔 야채나 과일 갈아먹고 아님 요리재료 갈고 그러겟지 냉장고 위에 왜인지 냄비 올라가있는 거나 보기 이쁜 것만 있는 게 아니라 진짜 쓰는 것들이 잇어서 좋다 근데,1
남편을 사랑하고 아들을 사랑하는 이 여성이 메갈수장이라니 너무 좋아,1
뭐 아 좋아 난 형이 좋아,1
렌고쿠 그장면 몇번을 봐도 잘배운놈 같음 생각 좆같이 하네 이렇게 말하는게 아니라 나랑 생각이 다르다고하는게 허어 서방님,1
무료티비 드라마 다시보기 날씨 환율 박 일 사랑을 싣고 가요무대 개는 훌륭하다,1
좋아 위 후보다,1
고맙다는 말은 듣기 좋아 그치만 가끔 그게 마지막 인사처럼 느껴져서 슬퍼져 고마우면 더 함께해줘 고맙다는 말은 안 해도 돼,1
사실 노란색보다 하늘색이 더 좋아,1
좋다 아가콩아,1
예쁜게 좋아,1
내 이상형은 말이지 한 쪽 팔에 타투 있고 흑발에 펌한 사람이야 사실 그냥 야한 사람이 좋아 섹트 일탈,1
허브가 좋아 석류가 좋아,1
이거 허리쓰는것도 좋은데 첨에 목 돌리고 고개 숙이고 잇을때 안보이는 얼굴이 좋다,1
창빈이안아본후기들 형은 안기 좋아 푹신푹신하잖아 형은 안고싶게 생겻어 그립감이 되게 좋아 꽉 차 잇어서 포근하고 따뜻,1
카이야 극락이다,1
그래 난 어글리슈즈가 좋아,1
비비기만 했는데 사정 그 상태로 넣어버리는 셋스 너무 좋다,1
이 방 풍경이 너무나 평화롭게 느껴져서 좋아,1
아 그거 그거 스티커 사진처럼 꾸며서 뽑아줰 쏘큩 어흑 백발이라 아 좋아 백발팡인 나가신다 아 너무 좋 다 사랑해,1
손을 발발 떨면서 찍었음 어떡해 엠씨 착장 너무 좋아 미친거같아너무 잘해 아 소리질러씨발,1
왕많으니까 왕기엽다 아니근데 약간 합성같애요 오 진자 넘 좋다 감사합미다 감사합미다,1
너무 좋아,1
대학생 노지욱이 너무 좋아 그냥 얼굴나이로 어째저째해서 노지욱 명예 대학생 시키면 안 될까,1
아 좋다 케이크 포크로 집어서 입에 쏙쏙 넣어주는 셀에닛띠,1
캐캐체 오프닝 일어판 이 노래 좋다 중독성 있네 캐캐체,1
진짜 연하남 연상녀 그자체라서 너무너무너무너무 좋다 미쳤다 진짜 개발린다 어떡해,1
좋아 당연하지,1
진짜 좋아,1
비타오백은 광고 모델 너무 잘뽑아서 좋아,1
아웃겨 그 와중에 머뭇거릴거같애 안 가니 사진 찍어가지고 오믄 사귀어줍니꺼 생각해볼겡,1
웃음만 짓고 지나감 밥별언니가 버질올려쥴때가 젤 좋다,1
안무 너무 좋아,1
다들 시미즈처럼 다정하면 얼마나 좋아,1
인간생을 정곡하는 포석 미제의 사변 직역하자면 재앙이라고도 할 수 있겠다 음 좋아 만족햇어,1
나 이 짤 세냐 기본 옷 입고 베로니카랑 있는거 한번도 못봤음,1
유시 파티 타임 지니어스 엔딩 저렇게 큰 애가 펄쩍 펄쩍 뛰면서 애들이랑 분위기 맞춰가지고 잘 노는 거 진짜 미치겠어 너무 귀여워 호라 이쿠데 하고 하이라이트에 유시 음성 들,1
리 최고의 행복을 누리시는 모습이 보기 좋다,1
오늘도 좋은 하루 산시 주말이라 그런지 평소보다도 훨씬 기분이 좋아 그대는 어때 잘 보내고 있어,1
그래서 님이 제 주접 좋아하잖아요 아니다,1
차유정도 대단함 나 같음 저기서 입틀막했겠지,1
어쩜 좋아 진짜,1
상처 분장 진짜 좋아 죽어,1
이오업 그림체 선이 가늘어서 좋다 유려한 느낌,1
키샤 성흔 아무래도 이마겠지 목도 좋아,1
파랑이 좋아,1
엠씨 잘 본다고 칭찬 받는 거 보니까 내가 다 기분 좋다 뿌듯해,1
쇼콜라 치스스틱 붐바스틱 판타스틱 발음 좋아,1
비가 와서 좋다,1
차가운 바람 하늘색 감각 황홀한 추락 영원의 순간 손 놓치면 안 돼 이 부분이 너무 좋아 배경도 안무도 가사도,1
치잌 치잌 아아 여기는 케익팀 아아 여기는 케익팀 다시만드는 케익이 나름 멋지다 치잌 치잌 기대해도 좋다 치잌 방탄생일상,1
극적인 만남에서의 담백한 인사가 좋다 다녀왔어 응 같은,1
이분 작풍 넘 좋아,1
되게 바다의 정령 같지 않나요 무심코 그냥 그 주위 놀러 온 이가 파도치는 거 보고 좋아하고 바다색 예쁘다고 좋아해서 귀여운 마음에 색도 더 예쁘게 보여 주고 지성이 발목까지 물로 덮칠 수 있게,1
윤기의 꿈이 꿈으로 남지않길 달려라 카페캠프통 남는건 사진과 받은 물건들과 다시 보니 기분이 좋다 지적인 갬성의 내슈키에게 귀여운 모자가 생겼땈 우리윤기 태어나줘서 울,1
나도 처음에 치히로 잡았는데 지금도 치히로가 제일 좋아 엉엉,1
넘옙부죠 저 예전에 시간날때마다 저기갓엉요 브금도 넘 좋구,1
음부에서 나오는 백탁액 정복감이랄까 뭐랄까 흘러내리는게 좋다,1
고죠 이성에게 성실할 것 같지 않다는 거 오히려 좋아,1
공원인데 버스킹 들으면서 앉아있어요 노래 좋다,1
내 트친들 다 자기 할 말에 집중하는거 보기 좋아,1
아 너무 좋아,1
황런쥔 귀걸이 한 거 너무너무 좋아,1
니네정말 좋다,1
옛날 만화같은 느낌 넘 좋아,1
중학생 애기들 앞에서 손 들어 보십시오 하는 거 운동 했던 사람 같고 좋다 하,1
하늘색 감각이라니 비문인데 또 이해는 가 수빈이같고 좋아,1
좋아 근데 뭐 레벨링하게,1
수단 오늘 날씨 좋네요 날씨 좋다 주말 귀여운 우리 재밋엉,1
우웅 형아 왜 하면 나 추워 형아 나 너무 추워 하면서 파고드는 거의 잡아먹듯이 끌어안았으면 좋겠다 윤의 체온에 턔의 몸에 오소소 소름이 돋으면 그걸 보면서 씨익 웃는것도 좋아,1
노력하는 사람들은 노력한 자기 일에 자신이 없을 수가 없어 그래서 런쥔이가 좋아,1
우리 트레저 메이커 뭐하고 있는가요 맛있는거 많이 먹고 가족들이랑 행복한 시간 보내고 있겠죠 좋아 좋아 내일부터 월요일이라 힘들 수도 있지만 서로 생각하면서 돌아오는 평일도 파이팅 해보아요 이,1
마지 카와이 이제 그냥 아이돌이라고 볼 수 밖에없다,1
뇌명극장 메이 계속 눈썹 쳐져있는거 너무너무 좋아,1
난 이때 머리가 너무 좋아,1
기범이의 인터 태민편 난 찾을거야 럽 어떤 사랑이요 더 아름다우우운 누구랑요 지독했던 너와 나 어떻게요 잊을 수 있느으으은,1
아 진짜 존나 꼴려 슬퍼서 울든 분에 차서 울든 기뻐서 울든 걍 내 앞에서 울어 줫음 좋겟어 눈물 주르륵 존나 흘려서 소매로 눈 닦는 것도 좋고 소리 내면서 고개 파묻히고 우는 것도 좋고 눈가 빨개진 상태로 입술 깨물고,1
일본여자의 여우같은면이 너무 좋아 교환유학왔던애들 다 귀여웠어,1
오늘 날씨 좋다,1
샌드위치 좋아 특히 바게트빵이면 더,1
아놔 반신수영복파 아됐고삼각파 나뉘는 거 모녜고요 안 그래도 큰 양반들이 자꾸 후자 해 사람 좋아 죽으라고,1
물고기 유닛 좋다,1
좋아 비율작살인 너가,1
초콜렛이 좋아 딸기가 좋아,1
나 이 짤 넘 좋아,1
고민거리가 삶의 원동력이 되어주는데 류의 인간인데 그걸 해소하고 나니 오히려 허전한 느낌의 도일이었다 그래도 잘하네 좋아 좋아,1
미코링은 불 전기속성 전기로 태워도 좋고 화끈하게 불질러도 좋다 약간 그 머야 그냥 화려하게 재로 만드는 타입이 어울림,1
좋다 조타 두미님 장사 좀 할 줄 아시네,1
사쿠라 뮤비 색감이랑 감성 일본독립영화같아서 너무 좋다,1
얘는 왠지 비를 좋아 하니까 말야 밖에서 비를 맞게 할 래,1
나는 아다치의 처음이 쿠로사와인점이 참 좋고 쿠로사와의 마지막이 아다치라는점이 참 좋아 둘다 처음이었다면 분명 서툴다 못해 결국 안좋은 이별이 있었을테고 둘다 마지막이라면 애초에 성립안되는게 많은데 서툰 한쪽,1
볼륨에서 선미가 읽은 마지막문자가 내문자라니 기분이좋군 이렇게라도 웃는거보니 좋다,1
추첨 크로스 스트랩 빅숄더백 큼직한 크기로 수납력이 짱짱 커서 넓은공간으로 활용도도 좋아 구매자 후기도 많은 가방이랍니다 밋밋하지 않게 정면에 교차된 엑스자 스트랩이 포인트를 더해 톡톡튀는 매력을,1
헉헉 겋겋걷헉 뭐야 어떡해 헐 너무 귀여워요 아 진짜 너무 좋다 아이고,1
인연의 성분은 그토록 구체적이지도 선명하지도 않은 것으로 묶여 있다 그래서 누군가가 좋아지면 왜 그러는지도 모르면서 저녁이 되면 어렵고 밤이 되면 저리고 그렇게 한 계절을 한 사람을 앓는 것이다 이병률 바람이 분다 당신이 좋다,1
너무 너무 갓썰이에요 백감초 진짜 좋아하는데 연성이 많이 보이진 않아서 보일 때마다 조용히 한 모금 한 잔 한 통 부어마시고 있어요 너무 좋다 복 받으세요 어찌 이런,1
매니저분 아주 화끈한 머리카락 색깔이시네욤 근데 진짜 안심이 된다 백도어 깜장색머리통보고 홀딱 반해서 흑발이 좋아,1
솜털 같이 부드런 그 목소리로 내 귓가에 달콤히 사랑한다고 말 해주면 너무 좋아 나도 니가 좋아,1
조승연 마지막에 살짝 웃는 거 좋다,1
디에이드 하루랑 이하이 한숨도 좋아,1
전슈 썸 타는 거 좋아,1
좋다 이남자,1
벨아 근데 운이 좋다 호샌님이 나 하나로 충분하시데 꺄 팔을 놔준다,1
좆본놈들 축제가 너무 눈부셔서 조선사람들은 아등바등하고 망해가는 나라에 절망하고있는게 존나 대비돼 십새끼들인게 너무 돋보여 연출이 참 잔인하게도 좋다,1
행자가 탐사 팟 처음 짤 때 종려랑 같이 다녀와 라는 말듣고 당황하는 소 두번째 탐사 땐 속성조합이 달라서 다른 캐릭터랑 지목 받았을때 살짝 기운 없어보이는 소도 좋당 티는 안나겠지만 행자는 눈,1
시우민과 안경의 조합 너무 좋다 안경쓰고 사진 찍을때 주로 하는 포즈인가봐 귀염둥이,1
정액제 있으니까 사이버 토템 세워두고 공부하고 안심되니까 좋다,1
연필의 매력을 이제 알았어 샤프보다 더 슥슥 잘 써져서 기분 좋아,1
날씨가 엄청 좋다 그만큼 오늘 모두들 외출 중이겠네 넷플릭스로 영화 한편 보고나면 저녁 준비 해야 하고 치우고 나면 하루가 끝이다 시간이 세월이 너무 맘에 안 든다,1
나 후도미네 중 애들이 너무 좋아 다들 카미안 봐줘,1
이거말고 이 더 좋아,1
아 진짜 아제 숳 안 마셔 진짜 안 마실 거임 아직도 속 안 좋아,1
찬짙 짐승처럼 숨소리 내는거 진짜 비지터가 인외라는거 확 와닿는 모먼트라 좋아,1
주연 좋아 자연스러웠어,1
갑자기 넷파하구 싶어 저랑 영화 볼래요 그냥 예능도 좋아 범바너를 아시나요 뭐든 좋아,1
캐시 캐시이 찌잉 자려고 했지만 오늘은 어디 끌려 나가니까 걍 안자고 그렸다 캐시 넘좋아 살천 애들 진짜 그냥 다 좋다 땅침,1
이런 거 너무 좋아 서울시민은 아니지만 잼써,1
수정하신 것도 너무 좋다 다들 읽어보시라구요 다 읽고나서 이 노래들도 들어주기 까만밤 솔루션스 오리온자리 전기뱀장어,1
지기애라고 우겼던 진정령도 까보니 감독님들의 캐해는 이렇게나 단호하게 사랑 이었던 걸 보면 산하령 역시 원작도 그렇고 감독님들이 배우들에게 사랑으로 어드바이스하셨겠지 정말 이 사회주의 지기애를 어쩌면 좋,1
제이어스가 부른 고백 처음 불렀던 년과 년 버전 붙여보기 같은 곡 부르는 거 들으니까 노래 는 게 더 잘 들려서 좋아,1
큐 꺄 좋아,1
약한계인할땐 나를 불러줘 언제든지 달려갈게 낮에도 좋아 밤에도 좋아 짜짜라짜라짜라쨘쨘쨘,1
마스터된 이번 앨범 쭉 듣는데 좋다 기대해도 좋아 진짜루,1
덮펌에 검은 셔츠 개인적으로 이 날 앤디 진짜 좋아,1
토우지 보고 싶어 날 흐릿한 주말 이른 오후에 나가서 자정 다 될 즈음에 돌아오는 토우지한테 묘하게 담배 냄새 날 것 같아서 너무 좋아 엉엉 울고 싶어,1
아버지가 있었던 적이 없이 없으니까 막역한 바램이나 그런 복잡미묘한 것들 갑자기 생각이 안남 안아주면 결국 참는다는데 훌쩍이는 소리 내면서 울 것 같고 같이 아만 꽉 안아줄듯요 아 갑자기,1
하원이가 너무 좋아,1
제법 숭해요 꺄악 데 숭한거 좋다,1
이유 없이 이 영상 속 도겸이가 너무 좋다,1
와 오늘 날씨 진짜 좋다,1
스티커가 나왔고 다이어리 하나 더살까 스티커 애기들이 커서 더욱 좋다,1
가식없어서 좋아,1
라이브버전 좋다,1
좋아 그걸로가자,1
일주일이라도 안 가니까 좋다,1
매즈 캠이 캠인지라 붉게 올라와있는게 너무 좋다,1
엥근데 공이두명이면그거죠 더센놈이까는거임 알파에도 우성알파 걍 알파 열성알파가잇듯이 공이랑 공이랑 만나서 한쪽이 깔리는것도 좋아,1
한 걸음씩 나아가는 인간관계 너무 좋다,1
난 다 좋아,1
짜 잘한다 어쩜 좋아,1
마일리지로 닼초 데려와서 우유하고 투탱 세워두니 마음이 평온하고 좋다 전선 유지하는 딴딴한 애 어깨로 적팀 전열 깨는 딴딴한 애 매즈기 가진 법사 그렇게 조용해진 애들 싹 정리해주는 딜러 훌륭한 힐러 완벽한데 아름답지 않냐고,1
하성운 털 잔뜩 날리고갔어 진짜 너무 좋다 하성운 하성운 어케 안사랑해,1
그냥 스킨십 되게 조심조심히 하는 모먼트가 너무 좋음 임이도 혈자리 키스신 천천히 조심히 한게 아으,1
청순미남 머리가 순조롭게 길어주고 있는 것 같아 좋아,1
부르마 좋아 섹트,1
히나타가 의외로 성인 될 때까지 흑백 세상에 사는 게 좋다 오이카와랑 브라질에서 재회하고서 세상이 바뀔 줄 알았는데 오이카와는 기억도 안 나는 어릴 때부터 이미 이와이즈미 때문에 컬러 세상에 살고 있는 그런,1
두산이 말투 좋다 아무렇지 않게 툭툭 던지는데 그 내용이 다 좋은 말 긍정적인 말만 해주고 상대를 아끼고 사랑하고 있다는걸 거르지 않고 바로 표현해주니까 너무 좋아,1
매번하는 말이지만 요한은 껴 입어도 몸 탄탄한거 티나는데 로드는 말라서 옷 빨 잘 받는 거 넘 좋다 보통 이런 제복은 앵간히 몸선 예쁘지 않는 이상 어울리기 힘들다고요,1
백발 좋다,1
태영아태영아태영아 왜 울어 태영이가 넘 좋아서,1
아 이새벽 성우님 진짜 상큼발랄하다 너무 좋다,1
노란 병아리 옷 입었는데 좋다,1
헐 좋아 나랑 평생가족해,1
허어 지나친 관심이신데 왜 매번 말씀 하시잖습니까 당신을 찾고 원하는 쿠키는 많다고 그들을 찾아가서 그 말 한다면 좋아 죽을텐데요,1
연예인 남자친구 동그라미 건수녕님은 세븐틴 도겸 시발 존나 좋아,1
재재가 티비에 나와요 너 좋아,1
좋아 귀여워 걍 님 프사때문인지 나비도 혼자집에서그러고잇을거같애서,1
전 탐폰 써봤었는데 좋긴 좋더라구요 온천여행때 이용해봤는데 좋아,1
따흐흑 샤크스 넘 좋아,1
포도남매 이러니저러니해도 가족이라 서로 아끼는거 좋아 현실에는 없는오빠 뱀파맛,1
둘이 어릴 적하고 지금하고 비교해보면 머리 깨고 싶어져 란 어릴적 엄마 좋아 형 좋아 친구 좋아 나 투사 되고싶어 지금 셀프 죄와 벌 이젠 인간이라 부를 수도 없잖아요 마루나 어릴적 엄마 나 동생 생겼,1
연예인 남자친구 동그라미 건수녕님은 세븐틴 호시 이것도 존나 좋아 시발,1
와 오늘 날씨 좋다,1
우쭐해진 연하가 중계할 때 자기 싸우는 거 볼 수 있을 거라면서 그러니까 꼭 생중계 보면서 응원하겠다구 어 아주 닭살 난리 났음 제자 없는 사람 서러워서 살겠냐며 길드원 하나가 삐죽거리니까 연하,1
네네네 기유 잠 은근 많을 거 같아서 그래서 탄지로가 매번 기유상 깨우러와주잖아요 아니 귀갑이라니 언제 그런 앙 큼한 생각을 귀갑묶기는 또 빠르게 샤삭해버릴 것 같아요 아 좋다,1
좋았어 구칠이도 블룸블룸 들어 오늘 날씨 진짜 좋아 좀 더울 정도,1
정우 여울이 웃음 너무 좋아,1
그건 맞아요,1
쎄마넴 의상 안좋아하는데 민기만큼은 또 존나 잘받아서 좋아 민기는 안어울리는게 힘든 몸이긴 하지만,1
정말 눔물이 납니다 손시렵다니까 장갑 만들어야 된다고 후딱 여우 잡아오고 해산하고는 몸조리에 가물치가 딱이라고 맨손 낚시로 잡아오는 새색시 나중엔 사내인거 원래 알고 있으니 그,1
뽁이 별가루 진짜 너무 좋아,1
헉 너무 좋아 여아가 조으세요 남아가 좋으세요 머리통 들고오기 저 절할래요 너무 좋아 힐렌님 즈기여 장난이에여,1
이 이벤트를 좋아 하시길 바랍니다 좋아하는 선택 곧 우승자를 발표하고 싶습니다 이 행사에 만족 하시길 바랍니다 참여수 저조시 삭제 배송비도 제가 부담해요,1
이거,1
큥콘 플립북 너무 좋다 움직이는 백현이 만들기 영상 역방향으로 돌린것,1
오늘은 무슨 일이 있었어요 기분 좋아 보여요,1
나 인기가요 무대 보고 성찬이 버블 결제했는데 인가 엠씨 디데이 세는 사람 됐음 뭐든 어때 좋다,1
우앙 좋다,1
진짜 같은 성우인 거 심장 떨린다 너무 좋다,1
아 이거 브금 너무 좋아,1
무뚝뚝 쓰레기 이서 안절부절 다정공으로 바뀌는거 세상 좋다,1
뎁앰 귀여워 어떡하면 좋아 짐승 데비,1
그와중에 허브 꽃이 아름답게 폈어요 너무 웃긴데 또 너무 좋아,1
지기애라고 우겼던 진정령도 까보니 감독님들의 캐해는 이렇게나 단호하게 사랑 이었던 걸 보면 산하령 역시 원작도 그렇고 감독님들이 배우들에게 사랑으로 어드바이스하셨겠지 정말 이 사회주의 지기애를 어쩌면 좋아 어흑흑,1
이거 너무욱기고 좋아,1
밀크티 티맛 존 나 쎈거 좋아 좀 씁쓸한정도의,1
이거 진짜 진심으로 좋아해,1
두번째 가게 가서도 보고 사는 인형이 고양이와 나무늘보 그리고 퍼그랑 고슴도치 중에 고르더니 고슴도치를 구매한거 넘 좋아 평소에도 인테리어나 소품 관심있다더니 이런데서 다 나타나고 보이고 멤버들마저 워누 취향이라고 하는거,1
경민플레이어 목소리 짱짱해서 너무 좋아 오늘 변호사도 좋았음,1
아 남자가 너무 좋아 외출함 아 남자가 너무 싫어,1
아 귀여워 간장게장 쬽 하고 맛있어서 으음 으음 하더니 밥 한 큰 술 우와아아앙 넣어 내가 누구 밥 먹는 모습 보고 이렇게 행복하다니이 심장 아플 정도로 좋아 귀여워 많이 드세용,1
자랑하는거 좋다 이거야 근데 본인을 높이려고 남이 하는걸 낮춰보지 마라는거임,1
성찬이는 이름도 어쩜 성찬이니 무슨 광고를 해도 광고 문구 쓰기 딱 좋아,1
투하팸은 가족 같아서 좋다 어서오자,1
오우 오늘 심판진 좋다,1
성찬이가 좋다 밤비가 좋다,1
지금부터 영원하다는 말도 좋아 영원이란 마음가짐이 흔들릴 때마다 지금부터 영원할 거라 다짐하면 되잖아 마치 작심삼일도 일에 한 번씩 하면 되는 것처럼,1
아 자랑스러워해도 좋다 짬가마,1
요때 얼굴 너무 좋다,1
케이아가 술 마시고 한껏 들떠서 술 더 마시려니까 다이루크가 술병 채가는거 넘 좋다 케이아가 왜 그래 도련님 하는데 로자리아랑 다이루크 둘 다 고개 절레절레해서 쓴웃음짓는 케이아 적당히 마시고 집에 돌아,1
그냥 사람 자체가 좋으면 안 착해도 좋아 알아 이건 그냥 내가 잠깐 투정부렸어 그냥 네 옆에 있게 해줘 귀찮게 안 굴고 해달라는 거 해줄게,1
혼자 지내다보면 과일이나 채소를 섭취하는 데에 소홀해지기 쉽지 그러니 의식적으로 챙길 필요가 있다 하하 어떤 과일을 좋아하지 알려준다면 기억해두겠다 전 이 가 좋아요 난 이 가 좋아 의 형식으로 답변 가능,1
피부 좋다,1
퍼블릭 진짜 너무 좋다,1
산책 넘버만 알고 나머지 넘버는 제대로 안 들어봤었는데 넘버가 다 너무 좋아 근데 멜로디만 좋은 게 아니라 가사가 또 너무 예뻐,1
진선조 동란편 보고왔는데 진짜 그냥 너무 좋다 이 갖장르를 왜 버리고있었지,1
와 지금 뜬다고 일단 좋아,1
오늘 연쿠란보 각인데 좋아,1
그그 좋을때 염병이라구하자나 우리 둘 너무 보기 좋다 그 말이야,1
오늘의 맠동 오랜만에 보니 더 좋다,1
이거 너무 좋아 흐흑 흑흑 근데 스티커 너무 예쁘고 아까워서 어떻게 쓰죠 소듕,1
아아아앍 나 진짜 이 컷 너무 좋아,1
오늘 여심리사 떡밥 풍년이다 이건 저번에 그 놀이동산 떡밥이네 뭐든 다 좋아 그냥 고마워요 올려주신 분들 양쯔 정백연 여심리사,1
날씨가 좋다 상연아,1
기뻐해줘서 내가 더 행복해 정말 더 좋은 거 해주고 싶은데 나중에 돈 더 많이 벌면 다 해줄게 나두 스릉행 드디어 이번주얌 조금만 더 기다리자 알게찌 아주 그냥 올나잇 데이트여 그리고 난 변태라도 좋아 무 야호,1
건강운 왤케 좋아 오하아사 넌 구라쟁이애,1
너무 졸라 좋아,1
빈첸 신곡 진짜 개 좋다 앨범 사야지,1
진짜 너무너무 좋다 기계음 섞인 와중에도 악센트 느껴지는 목소리 할때 진짜너무좋음,1
극소네 너무 호랭이 같아서 좋아 흑흑,1
청시엘은 시엘이 유혹하면 청이 하고 알아채 주는 게 좋고 셀클은 가만히 있는 클라모르 보고 셀레 혼자 하는 게 좋다,1
뱀파가 좋아 우유가 조와,1
조빱악당 조아하는 내가 환장하는 표정 넘 좋아 어케 그리는 것까지 재밋지 내사랑 조무래기들 내가 아껴,1
하 진짜 너무 좋다 헤헤헤 에이타로 또 친구사겨갈거야 렌 우리 친구다 벌써,1
여유로운거 너무 좋아,1
한 번에 잡아당기는것도 좋고 하나씩 힘줘서 빼는것도 좋아 착용감 이 좋아서 종종 애용할듯 초대남 체대생 군인 네토 운동하는남자 특전사 오프녀,1
웃을수없다,1
니가 좋아 정말 못 견딜 만큼,1
타코야키는 따뜻한 성질이지 건강에 좋아 타코야키 트럭을 찾아 여행을 떠날거야,1
패션에 진심인 이부키 뭐야 웃기구 좋아,1
나 왜 지금 본 것 아앙 아키님 넘 좋아 저 비좁은 우산 안에서 어깨 챱 붙이고 걸어갈 엘밐을 생각하니까 하앙,1
후 뮐러 복귀까지 얼매나 기다렸는지 물론 레비보다 기다렸을까싶지마는 그래도 뛰는 모습 봐서 좋아,1
오늘 의상 너무 좋다 거기에 깐유진 말해뭐해 끝장남,1
생명이란 살고 싶어하는게 섭리일지도 모르지만 생명은 언젠간 끝난다는 것도 세상의 섭리인걸요 언젠가 끝날 생명을 제가 가장 좋다 생각하는 순간에 바치고 싶은 건 당연하지 않겠나요,1
원래 반장이 가장 또라이같아야 반 분위기가 좋아,1
우쭐해진 연하가 중계할 때 자기 싸우는 거 볼 수 있을 거라면서 그러니까 꼭 생중계 보면서 응원하겠다구 어 아주 닭살 난리 났음 제자 없는 사람 서러워서 살겠냐며 길드원 하나가 삐죽거리니까 연하 아주,1
헐렁한 유카타 위에 화려한 다른 유카타 칸타야 너무 좋다,1
난 호시 이런 자신감 넘치는 모습이 너무 좋아 만세 첫방 안무할 때 사람들 눈 커지는 거 보면서 다 죽었쓰 라는 생각으로 무대 하고 자기 자신에게 소름 돋았대 근데 너무 잘 해서 보는 사람도 같이 소름 돋,1
좋아 연락은 가능해,1
햇볕쬐니까 기분이 나아지고 날씨 좋다,1
여러분 오늘은요 살짝 스트리트 패션 느낌이에요 전 엄청 맘에 드는데 어때요 좋아 좋아 그죠 요시,1
